日期,指数点位,成交额(万亿元)
2024-09-09,3192.9516,0.146516054461
2024-09-10,3195.7552,0.133610476132
2024-09-11,3186.1299,0.141513837135
2024-09-12,3172.4747,0.136387244637
2024-09-13,3159.247,0.13744891139700002
2024-09-18,3171.0102,0.123452147969
2024-09-19,3196.0357,0.181785109713
2024-09-20,3201.0497,0.163985054957
2024-09-23,3212.7639,0.143876166861
2024-09-24,3351.909,0.30787952684799996
2024-09-25,3401.533,0.35686258494
2024-09-26,3545.3204,0.37398364304500004
2024-09-27,3703.6849,0.466692757482
2024-09-30,4017.8545,0.8625288074190001
2024-10-08,4256.0962,1.13038743713
2024-10-09,3955.9839,1.029032062193
2024-10-10,3997.7879,0.717952217513
2024-10-11,3887.167,0.484998267296
2024-10-14,3961.3424,0.5340766022160001
2024-10-15,3855.9949,0.43441091672399995
2024-10-16,3831.589,0.377301324426
2024-10-17,3788.2217,0.36917052163499997
2024-10-18,3925.234,0.6206737018940001
2024-10-21,3935.1974,0.600109598949
2024-10-22,3957.7755,0.442881846814
2024-10-23,3973.2089,0.46912080627200003
2024-10-24,3928.8334,0.34048688448500003
2024-10-25,3956.421,0.41223137843
2024-10-28,3964.1569,0.390450182338
2024-10-29,3924.649,0.42962502040499995
2024-10-30,3889.4487,0.385010582233
2024-10-31,3891.0396,0.5155338189449999
2024-11-01,3890.0203,0.476472952028
2024-11-04,3944.7619,0.381048606068
2024-11-05,4044.5725,0.580971852724
2024-11-06,4024.2831,0.639124093912
2024-11-07,4145.6952,0.658145920948
2024-11-08,4104.047,0.688446559772
2024-11-11,4131.1312,0.62560593591
2024-11-12,4085.743,0.660380524821
2024-11-13,4110.8901,0.512734303119
2024-11-14,4039.6191,0.464157560755
2024-11-15,3968.8308,0.474079686588
2024-11-18,3950.3806,0.47240805483099996
2024-11-19,3976.8912,0.40261097034
2024-11-20,3985.7727,0.34757769310000003
2024-11-21,3989.2979,0.32423501077899997
2024-11-22,3865.6989,0.397566831848
2024-11-25,3848.0909,0.34900677318
2024-11-26,3840.1847,0.2644032548
2024-11-27,3907.0447,0.320632355477
2024-11-28,3872.5505,0.28643287122399996
2024-11-29,3916.5832,0.37526201791900005
2024-12-02,3947.632,0.368591235991
2024-12-03,3951.8912,0.32729504870099996
2024-12-04,3930.5568,0.31204041908200003
2024-12-05,3921.5881,0.257716297997
2024-12-06,3973.1405,0.351751735425
2024-12-09,3966.5708,0.308227216703
2024-12-10,3995.6369,0.487278042807
2024-12-11,3988.8308,0.310713317895
2024-12-12,4028.5048,0.333667518401
2024-12-13,3933.1808,0.421478609274
2024-12-16,3911.8416,0.32761908158099995
2024-12-17,3922.0334,0.306037370847
2024-12-18,3941.89,0.27682538122399997
2024-12-19,3945.4635,0.32177160693300005
2024-12-20,3927.7441,0.332143276398
2024-12-23,3933.5718,0.35406342520899997
2024-12-24,3983.6882,0.31038487329400005
2024-12-25,3985.6291,0.299295145793
2024-12-26,3987.4801,0.305769929403
2024-12-27,3981.0307,0.345011075199
2024-12-30,3999.0549,0.32269939019199995
2024-12-31,3934.9109,0.34788043953
2025-01-02,3820.3952,0.388636586639
2025-01-03,3775.1648,0.304322755436
2025-01-06,3768.9697,0.262803541116
2025-01-07,3796.1055,0.266855795347
2025-01-08,3789.2153,0.30096572543300004
2025-01-09,3779.8773,0.25148600282
2025-01-10,3732.4806,0.275354209064
2025-01-13,3722.513,0.247861953197
2025-01-14,3820.5395,0.345461480064
2025-01-15,3796.026,0.278850595532
2025-01-16,3800.3836,0.30573463077100005
2025-01-17,3812.3429,0.265437489594
2025-01-20,3829.6764,0.292175449109
2025-01-21,3832.6145,0.285073351693
2025-01-22,3797.0166,0.298745637551
2025-01-23,3803.7439,0.345198071114
2025-01-24,3832.8637,0.29647437546899996
2025-01-27,3817.0802,0.282940127541
2025-02-05,3795.0848,0.346016202025
2025-02-06,3842.8314,0.37189197110100003
2025-02-07,3892.7028,0.487381557078
2025-02-10,3901.0618,0.384968342874
2025-02-11,3883.1352,0.337866056116
2025-02-12,3919.8617,0.35483059629799996
2025-02-13,3905.1398,0.376473453307
2025-02-14,3939.0085,0.360974236854
2025-02-17,3947.3983,0.43092957556300004
2025-02-18,3912.7829,0.400186229941
2025-02-19,3940.1602,0.363680372563
2025-02-20,3928.8959,0.32597242936299997
2025-02-21,3978.444,0.5046454935770001
2025-02-24,3969.7169,0.455088749685
2025-02-25,3925.6505,0.37798145125
2025-02-26,3959.9413,0.386458193763
