日期,指数点位,累计收益率
2025-04-23,3786.8824,-0.025982360859561293
2025-04-24,3784.3574,-0.02663181185355834
2025-04-25,3786.9937,-0.02595373357416253
2025-04-28,3781.6188,-0.027336202543522647
2025-04-29,3775.0767,-0.02901888505751382
2025-04-30,3770.5705,-0.03017791716410756
2025-05-06,3808.5424,-0.020411228768482448
2025-05-07,3831.627,-0.014473677712631972
2025-05-08,3852.8963,-0.009003036910010365
2025-05-09,3846.1566,-0.010736543786937669
2025-05-12,3890.6096,0.0006971374154967069
2025-05-13,3896.2583,0.0021500300213543877
2025-05-14,3943.2108,0.014226603405767202
2025-05-15,3907.1992,0.004964120468966993
2025-05-16,3889.0854,0.00030510050260557087
2025-05-19,3877.1453,-0.0027659924928093993
2025-05-20,3898.1705,0.002641863760253882
2025-05-21,3916.3807,0.007325678608128605
2025-05-22,3913.8651,0.006678645372287573
2025-05-23,3882.2741,-0.0014468224896364568
2025-05-26,3860.1067,-0.007148462079469509
2025-05-27,3839.3969,-0.012475194830153913
2025-05-28,3836.2366,-0.013288050266323737
2025-05-29,3858.6998,-0.0075103284570752216
2025-05-30,3840.2323,-0.012260323004258833
2025-06-03,3852.0127,-0.009230306176662095
2025-06-04,3868.7429,-0.0049271596341797785
2025-06-05,3877.5557,-0.0026604342005575043
2025-06-06,3873.9841,-0.003579079416462183
2025-06-09,3885.2459,-0.0006824508207414759
2025-06-10,3865.4652,-0.005770211326466379
2025-06-11,3894.6252,0.0017299831230193075
2025-06-12,3892.1992,0.0011059957521533104
2025-06-13,3864.1822,-0.006100209593911221
2025-06-16,3873.7951,-0.0036276917878941273
2025-06-17,3870.3786,-0.00450644399422695
2025-06-18,3874.9708,-0.0033252919725901275
2025-06-19,3843.0912,-0.011524990154065717
2025-06-20,3846.6443,-0.010611103291978341
2025-06-23,3857.9016,-0.007715632133672545
2025-06-24,3904.0342,0.004150056153719328
2025-06-25,3960.0662,0.01856195242921954
2025-06-26,3946.0195,0.01494902439857504
2025-06-27,3921.7578,0.00870871343578039
2025-06-30,3936.0791,0.012392270869574062
2025-07-01,3942.762,0.014111168314240308
2025-07-02,3943.6849,0.01434854586765022
2025-07-03,3968.0676,0.020619979036493596
2025-07-04,3982.2034,0.02425582432795581
2025-07-07,3965.1746,0.019875875382777464
2025-07-08,3998.4527,0.028435279392017065
2025-07-09,3991.4006,0.02662142063765449
2025-07-10,4010.0243,0.03141159112355596
2025-07-11,4014.807,0.03264174132909625
2025-07-14,4017.6678,0.033377562875086975
2025-07-15,4019.0644,0.033736780007053824
2025-07-16,4007.2019,0.030685646376840348
2025-07-17,4034.491,0.03770462979081346
2025-07-18,4058.5486,0.043892444536627995
2025-07-21,4085.6072,0.050852141434119424
2025-07-22,4118.9582,0.05943029592948301
2025-07-23,4119.7685,0.05963871182668523
2025-07-24,4149.0368,0.0671667619366263
2025-07-25,4127.1634,0.06154074159124301
2025-07-28,4135.8242,0.06376837136106817
2025-07-29,4152.0247,0.0679352746593842
2025-07-30,4151.2379,0.06773290315757174
2025-07-31,4075.5912,0.0482759429565458
2025-08-01,4054.9286,0.042961350438303736
2025-08-04,4070.7023,0.04701847722801045
2025-08-05,4103.45,0.05544145794726374
