日期,指数点位,波动率
2025-09-10,4445.3649,0.18442221911006587
2025-09-11,4548.0345,0.19621359311631825
2025-09-12,4521.998,0.19850900125106888
2025-09-15,4533.0557,0.19824908097520794
2025-09-16,4523.3367,0.19831136213794887
2025-09-17,4551.023,0.19690138877601965
2025-09-18,4498.109,0.2015814161493239
2025-09-19,4501.9195,0.20159936461813482
2025-09-22,4522.608,0.1902499356710036
2025-09-23,4519.7781,0.1769955866666231
2025-09-24,4566.0708,0.1792998799581726
2025-09-25,4593.4875,0.16990549998886198
2025-09-26,4550.0487,0.16476323683789165
2025-09-29,4620.0528,0.17090726890322328
2025-09-30,4640.6935,0.1704653375452431
2025-10-09,4709.482,0.17360991371966028
2025-10-10,4616.8341,0.18731102320440707
2025-10-13,4593.9785,0.1698845714490582
2025-10-14,4539.0644,0.16159426519489054
2025-10-15,4606.2879,0.16865765253315085
2025-10-16,4618.4218,0.16580361800895418
2025-10-17,4514.2345,0.18630191085628647
2025-10-20,4538.2201,0.16885169135900996
2025-10-21,4607.8715,0.17557165304194638
2025-10-22,4592.57,0.17609024012761232
2025-10-23,4606.3447,0.1759522192015915
2025-10-24,4660.6835,0.17913373911801264
2025-10-27,4716.0186,0.17641582311335174
2025-10-28,4691.973,0.17823190542722284
2025-10-29,4747.8378,0.18132969591407977
2025-10-30,4709.911,0.1846306428456662
2025-10-31,4640.6676,0.19076668642547037
2025-11-03,4653.4028,0.18998751508537476
2025-11-04,4618.699,0.18876524610062767
2025-11-05,4627.257,0.1812441685847942
2025-11-06,4693.4032,0.18729911758749251
2025-11-07,4678.7944,0.18031847582290514
2025-11-10,4695.0507,0.1661765944763754
2025-11-11,4652.1655,0.16863125011669705
2025-11-12,4645.9079,0.16253228961246174
2025-11-13,4702.0738,0.15990501759054407
2025-11-14,4628.1398,0.169915130854815
2025-11-17,4598.0525,0.1509106338270201
2025-11-18,4568.1928,0.1521170561206478
2025-11-19,4588.2922,0.14297616547663308
2025-11-20,4564.9483,0.14359737886015128
2025-11-21,4453.6076,0.16547199894519024
2025-11-24,4448.0478,0.15822376853396453
2025-11-25,4490.4047,0.15578559232286437
2025-11-26,4517.6255,0.15802756584590685
2025-11-27,4515.4027,0.15016399274701264
2025-11-28,4526.6616,0.14958913273170601
2025-12-01,4576.4856,0.1482534302646591
2025-12-02,4554.3347,0.14841199371985933
2025-12-03,4531.0486,0.1473413728571396
2025-12-04,4546.5664,0.14780736190630153
2025-12-05,4584.5368,0.14145912599882815
2025-12-08,4621.7545,0.14473654257466032
2025-12-09,4598.2232,0.1447815772283004
2025-12-10,4591.8273,0.1417202482862682
2025-12-11,4552.1848,0.14443666922762252
2025-12-12,4580.95,0.13916999417712864
2025-12-15,4552.0596,0.13033441851692978
2025-12-16,4497.5545,0.13467994121298676
2025-12-17,4579.875,0.1486447675426981
2025-12-18,4552.7926,0.1492334347196161
2025-12-19,4568.1781,0.14871195593772712
2025-12-22,4611.6235,0.122495500856922
2025-12-23,4620.7341,0.12202932280017072
2025-12-24,4634.0586,0.11889210356881623
2025-12-25,4642.5357,0.11775667033948357
2025-12-26,4657.24,0.11772720626368567
2025-12-29,4639.3721,0.1190884374166562
2025-12-30,4651.2818,0.11380150856373904
2025-12-31,4629.9395,0.11364767054601675
2026-01-05,4717.7457,0.1275918590524504
2026-01-06,4790.6938,0.13588358567008973
2026-01-07,4776.6658,0.1354102765525754
2026-01-08,4737.6536,0.13785544734548358
2026-01-09,4758.9221,0.13631880025449228
2026-01-12,4789.9155,0.1368296783714266
2026-01-13,4761.0324,0.13454714947413676
2026-01-14,4741.9306,0.13529292127010606
2026-01-15,4751.4293,0.1321372743026162
2026-01-16,4731.8728,0.12417364487275873
2026-01-19,4734.4556,0.11004074419141005
2026-01-20,4718.8782,0.1081414316195308
2026-01-21,4723.0692,0.10800683200774744
2026-01-22,4723.7091,0.10418214306684899
2026-01-23,4702.4966,0.1059410754085119
2026-01-26,4706.964,0.10568637223500572
2026-01-27,4705.6918,0.10567012065156978
2026-01-28,4717.9914,0.1055222308444321
2026-01-29,4753.8697,0.10684368064073176
2026-01-30,4706.3401,0.11345454259703508
2026-02-02,4605.9799,0.13570126578002922
2026-02-03,4660.1074,0.12471284297596541
2026-02-04,4698.6832,0.11520669829594703
2026-02-05,4670.4188,0.11638259594337881
2026-02-06,4643.5959,0.11480564647212546
2026-02-09,4719.0559,0.1282427331958149
2026-02-10,4724.2956,0.12593452022262144
2026-02-11,4713.8185,0.12455845315453193
2026-02-12,4719.578,0.12398816373913538
2026-02-13,4660.4056,0.1307841950477738
2026-02-24,4707.544,0.1355623458665601
2026-02-25,4735.8858,0.13726316679859804
2026-02-26,4726.8739,0.13692149044069868
2026-02-27,4710.6469,0.13743176292166406
2026-03-02,4728.6688,0.13810084557399294
2026-03-03,4655.8962,0.1474934966874433
2026-03-04,4602.6247,0.15220101576710296
2026-03-05,4647.6921,0.15675114402345997
2026-03-06,4660.439,0.1567844825970898
2026-03-09,4615.4551,0.156888839141122
2026-03-10,4674.7562,0.16094755770068156
2026-03-11,4704.4959,0.14287743767954883
2026-03-12,4687.5601,0.13820557442652306
2026-03-13,4669.14,0.13579284371839975
2026-03-16,4671.5591,0.13418362835786393
2026-03-17,4637.4392,0.13513744426679636
2026-03-18,4658.3324,0.12287922949597374
2026-03-19,4583.2511,0.1338791840481985
2026-03-20,4567.0179,0.13405850860712845
2026-03-23,4417.9971,0.17153828255534762
2026-03-24,4474.7224,0.17637280471786154
2026-03-25,4537.4656,0.18019714154414726
2026-03-26,4477.5343,0.18213240478830656
2026-03-27,4502.5698,0.18433308586536132
2026-03-30,4491.95,0.18428360772009608
2026-03-31,4450.0493,0.18450058381300116
2026-04-01,4526.0668,0.19081490651168845
2026-04-02,4478.9141,0.19015959557064796
2026-04-03,4440.7889,0.18734516977830615
2026-04-07,4440.6162,0.1866859739761858
2026-04-08,4595.556,0.22434803016528554
2026-04-09,4566.2237,0.22020389885441496
2026-04-10,4636.5655,0.22617417431086223
2026-04-13,4646.1546,0.22607786944657607
2026-04-14,4701.2837,0.22950092812930695
2026-04-15,4685.2464,0.22988442463038725
2026-04-16,4736.6077,0.23103824079504962
2026-04-17,4728.6716,0.23088541106367808
2026-04-20,4757.4419,0.22304669121610915
