日期,中证1000,中证500,创业板指,沪深300
2023-02-07,0.0899961688587486,0.08276709266477085,0.17713114303053346,0.13066520706398085
2023-02-08,0.09618946516213828,0.090123989493824,0.1791090536689543,0.13261167829080986
2023-02-09,0.10722103451431904,0.09744615951168786,0.1794064506930493,0.13801416303416525
2023-02-10,0.10802972660690477,0.09669474365994468,0.1651625358435858,0.1272100456336717
2023-02-13,0.11098412568436525,0.09805382187289045,0.16603166580030201,0.12972307852196316
2023-02-14,0.11118577336012012,0.09789927191664104,0.16641944630933128,0.1278460802605771
2023-02-15,0.11132247630077008,0.09919541336871382,0.1641105421707716,0.12999246585614332
2023-02-16,0.13183558091859998,0.11301566382489948,0.1665308327386207,0.13299824273560631
2023-02-17,0.13733096689481628,0.11854640851858415,0.18928092597866256,0.1432269035656939
2023-02-20,0.1420036863722311,0.12933674685188823,0.1881463709885427,0.15961797872347028
2023-02-21,0.13893798187067782,0.12587107936319933,0.17568750211454076,0.15044946045624283
2023-02-22,0.13889203685220963,0.12635793193494504,0.17633692819945174,0.15375251498992598
2023-02-23,0.14122372654612622,0.12709230914511124,0.17685273814941296,0.15368442373079488
2023-02-24,0.1401183029402103,0.12543805131823146,0.1740736386066673,0.1556065619328822
2023-02-27,0.14102060053508225,0.12493913870853685,0.1722424373920199,0.15370126323410024
2023-02-28,0.1419648412798333,0.1266742217763893,0.16959415536124056,0.15461980082661203
2023-03-01,0.1431962299476345,0.12861994883130612,0.1692232975513122,0.15987271027963187
2023-03-02,0.13356282794291435,0.12242100646389023,0.16171946928694939,0.15601508566181208
2023-03-03,0.13341017905913632,0.1224706180859984,0.16269477911599817,0.1562752253975513
2023-03-06,0.13396598900493023,0.12145966033897952,0.1633390534390515,0.15390030534561963
2023-03-07,0.15125722264816435,0.13434972543194873,0.1693525765321128,0.1554695112470182
2023-03-08,0.15147106221559709,0.13444275060021205,0.1693454953351432,0.15564217771439687
2023-03-09,0.1495879635353325,0.131868642224162,0.16925929713643006,0.15540281898937153
2023-03-10,0.14263193451414044,0.12954698504117299,0.15267760367996683,0.15235380569223597
2023-03-13,0.1440952522704353,0.13188046908043172,0.1514032213120731,0.15736932484255764
2023-03-14,0.13990951675202573,0.1310752490463857,0.1418679185663925,0.15370676645028344
2023-03-15,0.14153155403205506,0.13287794067785247,0.14197059809216617,0.15373302938552064
2023-03-16,0.15043891737180468,0.13944545177696377,0.14659921497197773,0.15736350353787873
2023-03-17,0.14030055556259588,0.1340610412954459,0.1430361935745455,0.1580253739475147
2023-03-20,0.13810696025648428,0.13174844639353334,0.12159801041172419,0.1516016606311854
2023-03-21,0.1379279214706835,0.12359249905977067,0.13475647923134315,0.12820870096965606
2023-03-22,0.13796419852266073,0.12341581172426093,0.13561306665545825,0.129045784586612
2023-03-23,0.13895069527495044,0.1254703398307231,0.13940523639158595,0.1320706962634029
2023-03-24,0.13832124026669554,0.1253516652770169,0.14005743749303173,0.13229509493855512
2023-03-27,0.13847738845179502,0.12497190757413658,0.14243879624751343,0.1281748536304406
2023-03-28,0.13961026032070067,0.12482831812700082,0.14580509389178922,0.1278567531783115
2023-03-29,0.13558177493358095,0.12156034493706651,0.1424675315246562,0.12571838413015338
2023-03-30,0.1327071145286884,0.11962777459893177,0.14178670628546503,0.11825088758999401
2023-03-31,0.13779261329161155,0.12358157435115678,0.1402742889403923,0.1189818545804155
2023-04-03,0.1451736155485723,0.13030353634521177,0.1525155476557703,0.12385888643290024
2023-04-04,0.14442362554814325,0.1303286523008298,0.15441998479713953,0.12315090920717434
2023-04-06,0.12537554926203873,0.11377428421692193,0.13719450410361606,0.11138825987938736
2023-04-07,0.12733083096600947,0.11580412605830494,0.13896172582584657,0.11208235842601326
2023-04-10,0.13354854384394216,0.11989281444937573,0.13877191224486166,0.11261740909042517
2023-04-11,0.12309128398058745,0.10878483856608323,0.1389493699404617,0.10068784404955658
2023-04-12,0.12318219515351304,0.10761508103947928,0.13810783123272116,0.09557676247861473
2023-04-13,0.12170010270940376,0.1045172239639714,0.14122911665220358,0.09648464937138106
2023-04-14,0.12303819632588577,0.1038918369750027,0.14315894207796215,0.09778838316751347
2023-04-17,0.10433225289545345,0.08861037112076661,0.12911259697885252,0.09488553023978727
2023-04-18,0.10398381896366234,0.08801979082349631,0.12794411132875558,0.09447890040323023
2023-04-19,0.10539707261963543,0.08929648942780895,0.13129196675585947,0.09933728936012033
2023-04-20,0.0970773204334794,0.08176002936985063,0.12475542603609151,0.09538647162130612
2023-04-21,0.13727630026955553,0.1213599251196233,0.14271710687625225,0.11950541392664737
2023-04-24,0.1380790959905363,0.12143028413637788,0.15097565446835054,0.12211579888379054
2023-04-25,0.15026463370431498,0.13042385579787227,0.16083077570242274,0.12280833032199734
2023-04-26,0.15045559668188202,0.1316393785090364,0.16540418737850654,0.12236463692072375
2023-04-27,0.14854604384568793,0.131535174865505,0.16335756613269464,0.1249847630617588
2023-04-28,0.15702921798908936,0.14035379189496672,0.1660550592693016,0.12990337718586828
2023-05-04,0.1571845306754184,0.14010871171051073,0.16860079879382578,0.12679099916032868
2023-05-05,0.15712070246265264,0.14025313978981266,0.16997562668081298,0.12673011693287692
2023-05-08,0.1521864362187013,0.13638150058169254,0.15577437786211462,0.1284694493779604
2023-05-09,0.15754087415998239,0.14023063119977353,0.15811478341899268,0.13092892233798029
2023-05-10,0.15667242085287936,0.13983933366125437,0.16147087010830438,0.13305773922727787
2023-05-11,0.15166887674211327,0.13579125764350777,0.15974680243527697,0.13012143362239847
2023-05-12,0.1535153169004009,0.13698397014181865,0.16149167160495376,0.136050764344216
2023-05-15,0.15694671645205788,0.144251294056445,0.1831477648398024,0.1489231903541995
2023-05-16,0.15633914018594522,0.1442268044724797,0.1830773796405539,0.1495578345151049
2023-05-17,0.15883284408699572,0.14436555192115366,0.18142460147503836,0.1486715734388328
2023-05-18,0.156502748144841,0.1430656493734031,0.17710224420685525,0.1465471951178706
2023-05-19,0.15768138404344784,0.14104039601373544,0.1763536138764827,0.1351452432628345
2023-05-22,0.1578031335453832,0.14121207015508414,0.17674981394001596,0.13722957383749307
2023-05-23,0.15983920202509136,0.14353948730405747,0.17903524019869646,0.14151916749744126
2023-05-24,0.15954236545417885,0.14435580668304507,0.17617653403871603,0.1468987798642912
2023-05-25,0.13304783659226566,0.12001647558277699,0.16610337819886858,0.1339636839832597
2023-05-26,0.13505720622370357,0.12336926187712917,0.15788411069581842,0.12885239179204402
2023-05-29,0.12037118942564762,0.11357832069572166,0.15028461944961907,0.1286670112130555
2023-05-30,0.1210274307339605,0.11486556002226793,0.14090375580208547,0.1289508608382834
2023-05-31,0.12085482840819603,0.11439589277237003,0.14217871058779666,0.12817924077399262
2023-06-01,0.11010828540281443,0.10204424486567,0.14085356663342743,0.12116220287736781
2023-06-02,0.11404509688754191,0.10698309385456314,0.14535281250602572,0.13467741250574927
2023-06-05,0.10662263059798015,0.10223495094173561,0.14626810175709773,0.1348980624250652
2023-06-06,0.12634554716027935,0.11462976762092293,0.15504624426596064,0.12780880630859273
2023-06-07,0.11852157668861273,0.11052143863367679,0.15881743711611943,0.1264475676286787
2023-06-08,0.11979549699984765,0.11073084420718349,0.15478952441958835,0.13066440490889325
2023-06-09,0.12429559089221755,0.11472369143050466,0.15702559696316148,0.1325567261083848
2023-06-12,0.11774484497512061,0.11057974206994574,0.15624502938678742,0.12639563540060259
2023-06-13,0.11532006186829616,0.1030440536530308,0.13595505188726414,0.1137946767985154
2023-06-14,0.1095416628719185,0.09986202755104528,0.13600800115424394,0.11312443300577651
2023-06-15,0.1092461016922824,0.10463252965372043,0.1873149331536474,0.12719249838032937
2023-06-16,0.11185361374317396,0.1087386538517745,0.19352183184698696,0.1318027999593933
2023-06-19,0.11209155596548308,0.10898838173036202,0.19364581800277866,0.1345680239144678
2023-06-20,0.11195742244162656,0.10903419926387754,0.19389840663584063,0.13260011020537144
2023-06-21,0.13152337146057386,0.12902465993956738,0.21061048795062948,0.13420805570821606
2023-06-26,0.14799381917737822,0.13970251034373524,0.21373186415993914,0.1345068695462445
2023-06-27,0.15568980042184735,0.14477562944470432,0.2141144369587881,0.1386611272416741
2023-06-28,0.1544925198887115,0.141752844361793,0.2135216806161085,0.13871953943566098
2023-06-29,0.15645392820565784,0.1417179583991023,0.21010373142336586,0.13893469783071
2023-06-30,0.1617784735136008,0.14453246026308267,0.21648149419366056,0.14020621428732846
2023-07-03,0.16181652718522382,0.14678820274739834,0.21331353767817743,0.14188000946559604
2023-07-04,0.16217491276309937,0.14696486402037398,0.21256548684867568,0.14184217036123314
2023-07-05,0.16252175680439077,0.14460474094256995,0.210809170863067,0.1364249896514705
2023-07-06,0.16265585254037482,0.1455238734562902,0.20754351907516325,0.1375704307573611
2023-07-07,0.14569097821697635,0.1312329916288141,0.20207845952827344,0.13433807655527943
2023-07-10,0.14569303406359563,0.13192835399446456,0.19811748600032922,0.1338558688636406
2023-07-11,0.1454195652743329,0.13374337036208156,0.19869172683918693,0.1328519089255886
